rohr_dn_latent,wandstaerke_ideal_latent
110,2.5078982358335535
90,2.310948860945487
125,2.575646275276991
50,1.9211908323181024
110,2.2665440415150373
63,1.511122143699636
110,2.4779767101832255
63,1.4802108412376407
50,1.4867495465950296
125,2.5780168348634196
50,1.584642777992683
75,1.871357085569274
160,2.742881495076999
160,2.918379641584999
160,3.070549373310669
75,1.9029951874804028
90,1.9554661180538409
125,2.3128692309104
63,1.6345608125566633
125,2.5588500628621538
63,1.8075403393539564
200,3.2799239349106495
110,1.9883860867026915
90,2.143001914550825
90,1.9453438901537123
63,1.8593593718522925
75,1.7865835536808374
125,2.3518149319495287
110,2.342975786088938
90,2.433654884503955
63,1.868354498667486
110,2.340432894880878
90,2.133827730457145
63,1.4933326207771604
250,3.8316489443871165
90,1.7033606702429291
90,2.3394810841864935
315,4.0
75,1.9589227789322363
250,4.0
110,2.087261499625363
110,2.2871050059623967
75,2.1688587817605836
50,1.6197123997293572
90,1.9953030300682157
50,1.3362894009994581
50,1.8070458591596208
110,2.3094874298458516
125,2.2364899219955756
63,1.6173601476892687
125,2.3083692973962804
250,3.9802384711432044
125,2.5311008454419226
125,2.4245174403582213
125,2.616556989473032
75,1.911820336070866
75,2.0593468577908194
250,3.946420888287892
110,2.776798838801672
125,2.4153266914789064
250,3.8645005012366194
75,1.7460549174856363
75,1.868358891016854
110,2.0620695863701326
50,1.6441844265741716
110,2.034204434565279
125,2.5242506386085846
110,2.1173122383855474
75,1.842805988892986
125,2.590681059869854
63,2.101605652581453
200,3.2382999218828266
63,1.7334523825860413
160,2.8114361987836687
90,1.9495194516158807
90,1.9727540005045685
90,2.203609971345541
63,1.682791620365443
90,2.4173969047406283
160,2.9823968883842102
125,2.348498400823889
63,1.7009942226782384
110,2.1997229514940018
160,3.040010297942007
160,2.674183051515212
90,1.8788572929346286
50,1.511268082187629
250,4.0
90,2.264959041223416
75,2.1070813286159265
125,2.5794702279921298
75,1.8875665695462969
160,3.039193871847099
50,1.4283249073852435
125,2.223301416697566
250,4.0
315,4.0
250,3.990203990175178
160,2.937944052380922
75,1.9372179338767443
250,4.0
250,4.0
110,2.3492500100751537
90,2.0136977079295892
63,1.7721643133014482
110,2.230568437498762
125,2.4705356616990746
90,2.472726013537062
90,2.107328455132531
110,2.3875367525556324
50,1.4941779026454458
250,4.0
75,2.0140408633995137
63,1.8711028831982628
50,1.6322336870130196
160,3.0751285143650153
160,3.11075277949521
63,1.7984648379023942
63,1.7388081461499516
90,2.2141856485172142
63,1.6203812040160384
125,2.392305957907701
50,1.592004948567265
110,2.0587964397342784
90,2.204139291034514
90,1.9355629168801265
90,2.0092763467747368
63,1.7240080606480344
63,1.7618930232355825
50,1.5484520085365439
63,1.7458943429154477
315,4.0
75,1.832945356355931
75,1.7840208313541852
63,1.9182210886533402
125,2.1843391446599947
250,3.9691427261485774
125,2.4296650792173677
110,2.3828187230089735
160,2.7018560805221488
90,2.0050321988134594
160,2.9046460399015364
125,2.660511041555569
50,1.6498277450193137
90,1.9024767683696708
75,1.826878492191901
50,1.7329077028991038
160,2.7398837701115397
50,1.5882033597441445
125,2.4986319321210586
315,4.0
90,2.4843627674198374
90,2.0180902810828676
110,2.3874647739051698
125,2.3850548319671074
75,1.9791621987999106
75,2.0306181395277902
110,2.231805394488086
250,3.99179472771722
75,1.765708034516369
90,1.9083394281925163
315,4.0
63,1.6728998581174528
50,1.2379581507237896
110,2.584803423474044
50,1.479685701540609
63,1.7190440434377954
110,2.5661359758241473
110,2.298738685871854
90,2.0554995096697204
90,1.8957740433174202
110,2.0747749450558652
110,2.295042060310581
125,2.554421466111234
125,2.545828811231616
110,2.247810837929618
200,3.4030386699020414
160,2.6444185007008048
63,1.8250250531043217
250,4.0
200,3.6960491341274286
75,1.901121946964357
50,1.4585995971780883
110,2.3123915298866775
90,2.0308300299976247
125,2.5652061803155597
90,2.084033809258778
50,1.4110079948421035
75,1.654638506770897
160,2.959436230394952
50,1.807467181160386
125,2.511902182607758
75,2.021994603088031
90,2.23192137313054
90,2.1200187768692005
75,1.7778262768207886
110,2.349296212756835
110,2.501060933140072
50,1.6794835824399872
90,2.1922368014242983
125,2.430618063746226
125,2.4696469360381776
110,2.302190903364945
125,2.492299299619481
63,1.931193747401854
63,1.403923940749275
110,2.324580745687276
110,2.308075543645772
160,2.7142748287833776
63,1.8567650824881197
90,1.9713249712082614
110,2.2664451025970265
75,2.1773172861631065
90,2.2314960474308583
110,2.4061730408717676
63,1.8131165401966607
90,2.0552979966331986
63,2.0559065898055153
200,3.5203251447160357
75,1.787567512905212
63,1.545984658267352
50,1.6850257002983904
50,1.5916196305182333
63,1.5416592749580749
110,2.3842879248567375
50,1.559645925953272
75,1.9795997388291204
50,1.666261032187136
90,1.9887603967684242
50,1.6949267146636309
110,2.2453142376047652
110,2.2550677190228545
125,2.420159289006793
75,2.0696461641709405
160,2.877914141791846
110,2.525866477084638
50,1.867522730528029
90,1.9691921294718329
125,2.06185070279546
75,2.0566764314906907
90,2.028704215395979
110,2.1900720380302015
50,1.5116922840770548
250,3.9377779267950954
63,1.950578963604061
50,1.6239866858976273
50,1.7925397945162205
90,2.1541330178917746
200,3.3536153914074274
160,2.8614464195186113
200,3.48424131261244
110,2.4430638443999064
90,2.2295189028551303
90,2.0407692232936387
50,1.626280878460671
200,3.487606061388299
90,2.0224052461094706
90,1.909758994929585
90,1.9590593399946816
125,2.4638446836178023
75,1.999331070883045
125,2.6888466243358153
125,2.296592918689807
160,2.8303982479105025
50,1.5463206254405124
63,1.8752075548459965
90,2.000783419691725
160,2.855540149757879
250,3.7882011134274665
110,2.3925110973959893
63,1.7317901388105168
63,1.6578932447530605
110,2.281073016327686
63,1.9250493252896894
110,2.169266963752024
160,2.7937510553344604
90,2.267837867119843
90,2.0913662242028286
50,1.7004631145067877
75,1.9602627865008528
110,2.314699817155908
75,1.8477551321277164
63,1.8807337033725728
63,1.9303504851716733
63,1.9186282520524145
110,2.1421792549528478
110,2.5157366526766496
90,2.0263097118703532
90,1.966745569368275
63,1.730600845484729
90,2.20466926528731
50,1.6810696276042094
250,3.9616920382218597
50,1.7256498800316962
90,2.1009790871139153
50,1.514054280169094
125,2.393794707556226
63,1.817535226663243
250,3.9876223396276598
50,1.3936742269879547
160,3.0470742239604256
110,2.2479587457063372
75,2.1388179471983193
63,1.5455515022267934
75,1.8728937105414982
160,2.8150033473341156
160,2.773686621943399
63,1.6829813924862436
75,2.165585141355547
75,1.9215055255119255
63,1.6372437941803857
110,2.0457057384493895
75,1.641795618047847
75,1.8195305283821896
160,2.824946802379201
125,2.4663923940648274
125,2.1591724299346224
50,1.58624776074302
200,3.554159466272066
110,2.5634261871046298
90,1.7958330778124292
50,1.4797910861141268
200,3.2718649208538197
110,2.3418582141288478
160,2.737034129818532
110,2.5723394873090024
125,2.506528370752861
110,2.3015280566051186
250,4.0
75,1.8975928563874978
63,1.8160455109748033
125,2.3873802590061928
90,1.8744246902418427
110,2.2284457552743655
125,2.8280463758417236
110,2.4149531422430437
125,2.5411802255666576
75,1.75354399147222
160,3.056687620147577
63,1.5523460088529313
110,2.084941532547643
200,3.316166931567753
75,2.193173636794217
75,2.1846841348588915
75,1.8323144607624184
110,2.2188701472703025
90,1.833945693916033
63,1.7677046088280126
200,3.4243019127982177
63,1.8744334381295369
110,2.456606126998775
110,2.290386712350305
50,1.6834041812139378
63,1.6509041698230196
315,4.0
110,2.2439151882723163
50,1.6689187773950407
125,2.556775198792805
90,2.0903205438542596
50,1.7191809577239032
110,2.0844401392958973
90,1.9202625672668592
63,1.715491048967045
160,2.7035104918490016
75,1.8389703228167942
75,1.8438054557383674
75,2.096452568000004
125,2.5213800553437196
125,2.654414436409582
200,3.4452512078214577
75,1.81964990931519
125,2.5200575211619767
110,2.429413950089826
75,2.079010198966387
50,1.5801534905598351
160,2.6728734034220585
75,1.6423296613867147
110,2.2710381084824673
110,1.9693147748278044
50,1.8692656698605248
315,4.0
160,2.8246499485754133
90,1.9135528608986807
110,2.474217864396417
90,1.9129544266523493
125,2.3472659854598423
63,1.6411081089959962
90,2.097113112186149
75,1.9931196158721096
90,2.2589008350123496
90,2.2367456948420052
63,1.7561160563852112
315,4.0
50,1.4993500579035461
50,1.326870097830705
90,1.9793303392434238
110,2.1990609228585574
63,1.6612019392301236
90,1.9360937906137168
125,2.430833563363043
63,1.8490025821140368
315,4.0
75,1.6411980288611465
110,2.1268398059648885
63,1.637283061190775
125,2.614861281615489
160,2.8892578835540426
63,1.6473836165344566
63,1.8635099511558133
75,2.0434585399512954
50,1.5971860060864556
315,4.0
110,2.360541935085309
110,2.2850097687321154
250,3.9638480134321807
